Region,Old Region,Division,SchoolID,School Name,District,Legislative District,Barangay,Modified COC,TotalEnrolment,Instructional.Rooms,Classroom.Requirement,Shifting,OwnershipType,ElectricitySource,WaterSource,Est.CS,SBPI,Lat,Long
Region VI,Region VI,Capiz,115455,Duran ES,Dumalag,2nd District,DURAN,Purely ES,305,17,12,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VI,Region VI,Capiz,115800,Taganghin PS,Tapaz East,2nd District,TAGANGHIN,Purely ES,45,2,4,Single Shift,For Verification,OFF-GRID SUPPLY,Natural Resources,4,NA,,
Region VI,Region VI,Capiz,115495,Heracleo M. Benjamin ES,Dumarao,2nd District,TAMULALOD,Purely ES,105,7,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.35,,
Region VI,Region VI,Capiz,115474,Astorga ES,Dumarao,2nd District,ASTORGA,Purely ES,337,18,13,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Capiz,115479,Codingle ES,Dumarao,2nd District,CODINGLE,Purely ES,169,7,7,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,0,2.4,,
Region VI,Region VI,Capiz,302386,Bungsuan NHS,Dumarao,2nd District,BUNGSUAN,JHS with SHS,996,32,29,Single Shift,For Verification,NO ELECTRICITY SUPPLY,Natural Resources,4,NA,,
Region VI,Region VI,Capiz,115492,Salcedo ES,Dumarao,2nd District,SALCEDO,Purely ES,191,8,7,Single Shift,SP,GRID SUPPLY,Piped line from Local Service Provider,0,2.2,,
Region VI,Region VI,Capiz,115476,Bungsu-an ES,Dumarao,2nd District,BUNGSUAN,Purely ES,479,18,16,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Capiz,115786,Minan PS,Tapaz East,2nd District,MINAN,Purely ES,39,2,4,Single Shift,For Verification,OFF-GRID SUPPLY,Natural Resources,2,NA,,
Region VI,Region VI,Capiz,115809,Mariano Gleyo ES,Tapaz West,2nd District,CARIDA,Purely ES,127,7,7,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,0,2.45,,
Region VI,Region VI,Capiz,115798,Switch ES,Tapaz East,2nd District,SWITCH,Purely ES,88,9,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Capiz,115781,Lagdungan ES,Tapaz East,2nd District,LAGDUNGAN,Purely ES,86,9,5,Single Shift,For Verification,GRID SUPPLY,Without Water Supply Source,0,NA,,
Region VI,Region VI,Capiz,115773,Bagong Barrio ES,Tapaz East,2nd District,BAG-ONG BARRIO,Purely ES,110,10,6,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.15,,
Region VI,Region VI,Capiz,115494,SIBARIWAN ELEMENTARY SCHOOL,Dumarao,2nd District,SIBARIWAN,Purely ES,159,9,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Capiz,115496,Taslan ES (dumarao),Dumarao,2nd District,TASLAN,Purely ES,117,8,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.35,,
Region VI,Region VI,Capiz,302417,Ramon A. Benjamin Sr. National High School,Dumarao,2nd District,DACUTON,JHS with SHS,811,33,25,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.35,,
Region VI,Region VI,Capiz,115782,Lahug PS,Tapaz East,2nd District,LAHUG,Purely ES,59,2,4,Single Shift,For Verification,OFF-GRID SUPPLY,Natural Resources,2,NA,,
Region VI,Region VI,Capiz,115769,Abangay ES,Tapaz East,2nd District,ABANGAY,Purely ES,131,6,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,1,2.225,,
Region VI,Region VI,Capiz,115493,San Juan ES (dumarao),Dumarao,2nd District,SAN JUAN,Purely ES,99,7,6,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.35,,
Region VI,Region VI,Capiz,115481,Dacuton ES,Dumarao,2nd District,DACUTON,Purely ES,230,13,8,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.35,,
Region VI,Region VI,Capiz,115795,San Roque ES (tapaz east),Tapaz East,2nd District,SAN ROQUE,Purely ES,111,9,7,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,0,2.45,,
Region VI,Region VI,Capiz,501083,Aglanot Integrated School,Dumarao,2nd District,AGLANOT,ES and JHS (K to 10),446,16,14,Single Shift,For Verification,GRID SUPPLY,Natural Resources,5,NA,,
Region VI,Region VI,Capiz,115778,Garcia ES,Tapaz East,2nd District,GARCIA,Purely ES,83,8,6,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,0,2.25,,
Region VI,Region VI,Capiz,115787,Nayawan PS,Tapaz East,2nd District,NAYAWAN,Purely ES,30,1,4,Single Shift,For Verification,OFF-GRID SUPPLY,Natural Resources,3,NA,,
Region VI,Region VI,Capiz,179010,Guiscan PS,Dumarao,2nd District,DACUTON,Purely ES,24,1,2,Single Shift,DOD,GRID SUPPLY,Natural Resources,1,2.175,,
Region VI,Region VI,Capiz,115491,R. Advincula Sr. ELEM. SCHOOL,Dumarao,2nd District,TRACIANO,Purely ES,127,8,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.15,,
Region VI,Region VI,Capiz,115497,Tina ES (DUMARAO),Dumarao,2nd District,TINA,Purely ES,132,8,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.35,,
Region VI,Region VI,Capiz,115456,Arsenio R. Frial ES,Dumalag,2nd District,DURAN,Purely ES,80,8,5,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.55,,
Region VI,Region VI,Capiz,115475,Badbaranan ES,Dumarao,2nd District,DACUTON,Purely ES,180,10,7,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,0,2.45,,
Region VI,Region VI,Capiz,115793,San Miguel Ilawod ES,Tapaz East,2nd District,SAN MIGUEL ILAWOD,Purely ES,122,9,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Capiz,302393,Col. Patrocinio Artuz NHS,Tapaz West,2nd District,TAFT,JHS with SHS,1043,34,29,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.35,,
Region VI,Region VI,Capiz,501097,Don Leopoldo Gialogo Integrated School,Tapaz East,2nd District,GEBIO-AN,ES and JHS (K to 10),264,10,11,Single Shift,For Verification,GRID SUPPLY,Natural Resources,1,NA,,
Region VI,Region VI,Capiz,500429,Aglalana Integrated School,Dumarao,2nd District,AGLALANA,All Offering (K to 12),918,20,30,Double Shift,For Verification,GRID SUPPLY,Natural Resources,11,NA,,
Region VI,Region VI,Capiz,115776,Joaquin Artuz ES,Tapaz East,1st District,TAFT,Purely ES,428,19,14,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.35,,
Region VI,Region VI,Capiz,115484,Gibato Elementary School,Dumarao,2nd District,GIBATO,Purely ES,241,11,8,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Capiz,115472,Agsirab ES,Dumarao,2nd District,AGSIRAB,Purely ES,143,8,7,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,0,2.45,,
Region VI,Region VI,Capiz,115796,Siya ES,Tapaz East,2nd District,SIYA,Purely ES,59,4,5,Single Shift,For Verification,OFF-GRID SUPPLY,Without Water Supply Source,0,NA,,
Region VI,Region VI,Capiz,115789,Roosevelt ES,Tapaz East,2nd District,ROOSEVELT,Purely ES,78,9,6,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Capiz,115799,Tacayan PS,Tapaz East,2nd District,TACAYAN,Purely ES,35,3,4,Single Shift,For Verification,OFF-GRID SUPPLY,Without Water Supply Source,1,NA,,
Region VI,Region VI,Capiz,115771,Aglinab ES,Tapaz East,2nd District,AGLINAB,Purely ES,112,5,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Capiz,115471,Agmalate ES,Dumarao,2nd District,SAGRADA FAMILIA,Purely ES,307,13,12,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Capiz,115775,Buri PS,Tapaz East,2nd District,BURI,Purely ES,18,2,4,Single Shift,For Verification,NO ELECTRICITY SUPPLY,Natural Resources,2,NA,,
Region VI,Region VI,Capiz,115794,San Miguel Ilaya ES,Tapaz East,2nd District,SAN MIGUEL ILAYA,Purely ES,89,9,7,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,0,2.45,,
Region VI,Region VI,Capiz,310809,REV. TOMAS CONEJAR NHS (katipunan),Tapaz East,2nd District,KATIPUNAN,JHS with SHS,224,14,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Capiz,115770,Acuña ES,Tapaz East,2nd District,ACUÑA,Purely ES,65,7,5,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Capiz,115780,Katipunan ES,Tapaz East,2nd District,KATIPUNAN,Purely ES,132,9,7,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,0,2.45,,
Region VI,Region VI,Capiz,115477,Cabangahan ES (dumarao),Dumarao,2nd District,GIBATO,Purely ES,58,6,5,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Capiz,115785,Malitbog ES,Tapaz East,2nd District,MALITBOG,Purely ES,104,8,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Capiz,115801,Wright ES,Tapaz East,2nd District,WRIGHT,Purely ES,133,10,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.55,,
Region VI,Region VI,Capiz,115783,Libertad ES,Tapaz East,2nd District,LIBERTAD,Purely ES,55,8,4,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Iloilo City,500191,TCT-AR Foundation Integrated Farm School,Jaro,Lone District,LANIT,All Offering (K to 12),1156,34,40,Double Shift,For Verification,GRID SUPPLY,Natural Resources,1,NA,,
Region VI,Region VI,Iloilo City,117595,Buntatala Tagbac Elem. School,Jaro,Lone District,BUNTATALA,Purely ES,418,18,16,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VI,Region VI,Iloilo City,302745,Buntatala NHS,Jaro,Lone District,BUNTATALA,JHS with SHS,578,12,16,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,3,NA,,
Region VI,Region VI,Iloilo City,182503,Angela A. Celis Mem. School (Tagbac PS),Jaro,Lone District,TAGBAC,Purely ES,338,10,13,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,5,NA,,
Region VI,Region VI,Iloilo City,500552,Iloilo River Plains Integrated School,Jaro,Lone District,LANIT,ES and JHS (K to 10),719,21,24,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VI,Region VI,Iloilo City,117604,Tacas ES,Jaro,Lone District,TACAS,Purely ES,437,18,16,Single Shift,For Verification,GRID & OFF-GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VI,Region VI,Iloilo City,117593,Balantang Elementary School,Jaro,Lone District,BALANTANG,Purely ES,634,25,22,Single Shift,For Verification,GRID & OFF-GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Iloilo City,117594,Bito-on ES,Jaro,Lone District,BITO-ON,Purely ES,589,23,18,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Iloilo City,302746,R. G. Hechanova Memorial NHS,Jaro,Lone District,M. V. HECHANOVA,JHS with SHS,702,25,21,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VI,Region VI,Iloilo City,117601,M.V. Hechanova MES,Jaro,Lone District,BUHANG,Purely ES,452,22,14,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VI,Region VI,Iloilo City,182502,Quintin Salas Elem. School,Jaro,Lone District,QUINTIN SALAS,Purely ES,546,17,17,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,1,NA,,
Region VI,Region VI,Iloilo City,117602,Sambag ES,Jaro,Lone District,SAMBAG,Purely ES,960,31,31,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VI,Region VI,Iloilo City,117592,Balabago ES,Jaro,Lone District,BALABAGO,Purely ES,657,23,22,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Iloilo City,137020,Uswag San Isidro Elementary School,Jaro,Lone District,SAN ISIDRO (JARO),Purely ES,897,29,28,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,4,NA,,
Region VI,Region VI,Iloilo City,117603,J.L. Tiongco MS,Jaro,Lone District,TABUC SUBA (JARO),Purely ES,548,19,21,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,1,NA,,
Region VI,Region VI,Iloilo City,502644,Hibao-an Integrated School,Mandurriao,Lone District,HIBAO-AN SUR,ES and JHS (K to 10),1115,35,31,Double Shift,For Verification,GRID & OFF-GRID SUPPLY,Piped line from Local Service Provider,#N/A,NA,,
Region VI,Region VI,Iloilo City,117596,Cubay ES,Jaro,Lone District,CUBAY,Purely ES,646,26,22,Double Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Iloilo City,117599,L. Mirasol MES,Jaro,Lone District,DUNGON B,Purely ES,378,16,14,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VI,Region VI,Iloilo City,117597,Jaro ES I,Jaro,Lone District,CUARTERO,Purely ES,1536,54,49,Double Shift,TCT / OCT,GRID SUPPLY,Piped line from Local Service Provider,0,2.2,,
Region VI,Region VI,Iloilo City,117598,Jaro II Elementary School,Jaro,Lone District,CUARTERO,Purely ES,712,25,25,Single Shift,With Adverse Claims,GRID SUPPLY,Piped line from Local Service Provider,0,2.5,,
Region VI,Region VI,Iloilo City,302744,Jaro National High School,Jaro,Lone District,CUARTERO,JHS with SHS,4335,99,118,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,19,1.85,,
Region VI,Region VI,Iloilo City,302749,Mandurriao NHS,Mandurriao,Lone District,ABETO MIRASOL TAFT SOUTH (QUIRINO ABETO),JHS with SHS,3240,65,85,Double Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,36,1.6,,
Region VI,Region VI,Iloilo City,500440,Bakhaw Integrated School,Mandurriao,Lone District,BAKHAW,ES and JHS (K to 10),831,22,26,Double Shift,For Verification,GRID & OFF-GRID SUPPLY,Piped line from Local Service Provider,4,NA,,
Region VI,Region VI,Iloilo City,117611,A. Mirasol ES,Mandurriao,Lone District,ABETO MIRASOL TAFT SOUTH (QUIRINO ABETO),Purely ES,599,18,19,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,2,2.525,,
Region VI,Region VI,Iloilo City,117610,Ticud ES,Lapaz,Lone District,TICUD (LA PAZ),Purely ES,1150,41,36,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Iloilo City,117617,Mandurriao Elementary School,Mandurriao,Lone District,OÑATE DE LEON,Purely ES,2595,79,80,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,2,NA,,
Region VI,Region VI,Iloilo City,117608,N. J. Ingore ES,Lapaz,Lone District,INGORE,Purely ES,794,26,28,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VI,Region VI,Iloilo City,117605,Graciano Lopez Jaena ES,Lapaz,Lone District,BURGOS-MABINI-PLAZA,Purely ES,936,38,31,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VI,Region VI,Iloilo City,117613,Bolilao Elementary School,Mandurriao,Lone District,BOLILAO,Purely ES,525,16,17,Single Shift,For Verification,GRID & OFF-GRID SUPPLY,Natural Resources,1,NA,,
Region VI,Region VI,Iloilo City,117606,La Paz ES I,Lapaz,Lone District,DIVINAGRACIA,Purely ES,1607,53,50,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VI,Region VI,Iloilo City,302747,La Paz NHS,Lapaz,Lone District,LOPEZ JAENA SUR,JHS with SHS,3831,82,104,Double Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,44,1.5,,
Region VI,Region VI,Iloilo City,117607,La Paz ES II,Lapaz,Lone District,DIVINAGRACIA,Purely ES,514,25,17,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VI,Region VI,Iloilo City,117614,Donato Pison Sr. ES,Mandurriao,Lone District,SAN RAFAEL,Purely ES,234,11,8,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Iloilo City,502645,Nabitasan Integrated School,Lapaz,Lone District,NABITASAN,ES and JHS (K to 10),564,22,18,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,#N/A,NA,,
Region VI,Region VI,Iloilo City,117618,Tabucan ES,Mandurriao,Lone District,TABUCAN,Purely ES,188,4,7,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VI,Region VI,Iloilo City,117616,Navais-Borres ES (L. Borres ES),Mandurriao,Lone District,NAVAIS,Purely ES,244,16,9,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Iloilo City,302742,Jalandoni Memorial National High School,Montes-Lapuz,Lone District,JALANDONI ESTATE-LAPUZ,JHS with SHS,1944,65,50,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,0,2.4,,
Region VI,Region VI,Iloilo City,117629,Jalandoni MS,Montes-Lapuz,Lone District,JALANDONI ESTATE-LAPUZ,Purely ES,1591,52,49,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,0,2.4,,
Region VI,Region VI,Iloilo City,117588,Iloilo Central ES,City Proper,Lone District,SAMPAGUITA,Purely ES,2121,69,67,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,10,NA,,
Region VI,Region VI,Iloilo City,500551,SPED - Integrated School for Exceptional Children,City Proper,Lone District,SAN AGUSTIN,All Offering (K to 12),524,34,29,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VI,Region VI,Iloilo City,117587,A. Mabini ES,City Proper,Lone District,SAN AGUSTIN,Purely ES,246,16,12,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Iloilo City,117622,Molo I ES,Molo,Lone District,SAN PEDRO (MOLO),Purely ES,675,21,23,Double Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Iloilo City,302743,Bo. Obrero NHS,Montes-Lapuz,Lone District,OBRERO-LAPUZ,JHS with SHS,523,18,16,Single Shift,TCT / OCT,GRID SUPPLY,Piped line from Local Service Provider,1,2.075,,
Region VI,Region VI,Iloilo City,302738,Iloilo City NHS,Molo,Lone District,MARCELO H. DEL PILAR,JHS with SHS,6378,204,171,Double Shift,For Verification,GRID & OFF-GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VI,Region VI,Iloilo City,117628,Bo. Obrero ES,Montes-Lapuz,Lone District,OBRERO-LAPUZ,Purely ES,989,33,31,Single Shift,TCT / OCT,GRID SUPPLY,Piped line from Local Service Provider,0,2,,
Region VI,Region VI,Iloilo City,117583,Severo Abeto ES,Arevalo,Lone District,SO-OC,Purely ES,387,20,13,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Iloilo City,117625,Taal ES,Molo,Lone District,TAAL,Purely ES,337,17,13,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Iloilo City,117623,Molo II Elementary School,Molo,Lone District,KATILINGBAN,Purely ES,511,20,18,Double Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Iloilo City,500550,Andres Bonifacio Integrated School,City Proper,Lone District,JALANDONI-WILSON,ES and JHS (K to 10),2191,48,65,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,22,NA,,
Region VI,Region VI,Iloilo City,117590,Rizal Elementary School,City Proper,Lone District,TANZA-ESPERANZA,Purely ES,2091,38,66,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,0,2.4,,
Region VI,Region VI,Iloilo City,117589,Manuel L. Quezon ES,City Proper,Lone District,RIZAL ESTANZUELA,Purely ES,292,18,11,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,0,2.2,,
Region VI,Region VI,Iloilo City,117626,A. Montes ES I,Montes-Lapuz,Lone District,ZAMORA-MELLIZA,Purely ES,961,36,31,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Iloilo City,117619,Baluarte ES,Molo,Lone District,EAST BALUARTE,Purely ES,2757,70,83,Double Shift,For Verification,GRID SUPPLY,Natural Resources,6,NA,,
Region VI,Region VI,Iloilo City,117627,A. Montes ES II,Montes-Lapuz,Lone District,SANTO ROSARIO-DURAN,Purely ES,889,36,29,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Iloilo City,117621,I. Arroyo ES,Molo,Lone District,NORTH FUNDIDOR,Purely ES,777,32,23,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,0,2.25,,
Region VI,Region VI,Iloilo City,302737,Fort San Pedro National High School,City Proper,Lone District,SANTO ROSARIO-DURAN,JHS with SHS,1551,63,46,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,3,2.15,,
Region VI,Region VI,Iloilo City,117584,Sto. Domingo ES,Arevalo,Lone District,SANTO DOMINGO,Purely ES,854,23,28,Single Shift,For Verification,GRID SUPPLY,Natural Resources,2,NA,,
Region VI,Region VI,Iloilo City,117580,Arevalo ES,Arevalo,Lone District,SAN JOSE (AREVALO),Purely ES,1491,50,46,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Iloilo City,117620,Esteban Juntado Sr. Memorial Elem. School,Molo,Lone District,CALUMPANG,Purely ES,948,32,31,Double Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Iloilo City,302750,Ramon Avancena NHS,Arevalo,Lone District,YULO DRIVE,JHS with SHS,3751,107,101,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,9,NA,,
Region VI,Region VI,Iloilo City,117624,San Juan Elementary School,Molo,Lone District,SAN JUAN,Purely ES,853,23,28,Double Shift,For Verification,GRID SUPPLY,Natural Resources,6,NA,,
Region VI,Region VI,Iloilo City,302740,Melchor L. Nava NHS,Arevalo,Lone District,CALAPARAN,JHS with SHS,643,23,17,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VI,Region VI,Iloilo City,117581,Calaparan ES,Arevalo,Lone District,CALAPARAN,Purely ES,930,29,28,Double Shift,For Verification,GRID SUPPLY,Natural Resources,2,NA,,
Region VI,Region VI,Iloilo City,117582,E. Yusay MS,Arevalo,Lone District,SANTO NINO NORTE,Purely ES,650,21,22,Double Shift,For Verification,GRID & OFF-GRID SUPPLY,Natural Resources,1,NA,,
Region VI,Region VI,Iloilo City,117585,Sto. Niño Sur ES,Arevalo,Lone District,SANTO NINO SUR,Purely ES,974,30,31,Single Shift,For Verification,GRID SUPPLY,Natural Resources,1,NA,,
NIR,Region VI,Kabankalan City,137306,Central Philippines State University-Agricultural Education Outreach Project-Farmers Village & Training Center Elementary School,Kabankalan V,6th District,CAMINGAWAN,Purely ES,127,#N/A,#N/A,For Verification,For Verification,For Verification,For Verification,#N/A,NA,,
NIR,Region VI,Kabankalan City,117880,Daan Banua Elementary School,Kabankalan III,6th District,DAAN BANUA,Purely ES,609,21,20,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.35,,
NIR,Region VI,Kabankalan City,302788,Daan Banua National High School,Kabankalan III,6th District,DAAN BANUA,JHS with SHS,381,9,10,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.1,,
NIR,Region VI,Kabankalan City,117884,Jose G. Peralta Memorial School,Kabankalan III,6th District,BINICUIL,Purely ES,255,11,11,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.1,,
NIR,Region VI,Kabankalan City,117876,Binicuil Elementary School,Kabankalan III,6th District,BINICUIL,Purely ES,622,24,23,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.15,,
NIR,Region VI,Kabankalan City,302786,Binicuil National High School,Kabankalan III,6th District,BINICUIL,JHS with SHS,958,47,28,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.3,,
NIR,Region VI,Kabankalan City,117888,Mamig Elementary School,Kabankalan IV,6th District,LOCOTAN,Purely ES,126,7,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,1,NA,,
NIR,Region VI,Kabankalan City,117894,Talubangi Elementary School,Kabankalan III,6th District,TALUBANGI,Purely ES,588,19,20,Single Shift,For Verification,GRID SUPPLY,Natural Resources,2,NA,,
NIR,Region VI,Kabankalan City,302791,Talubangi National High School,Kabankalan III,6th District,TALUBANGI,JHS with SHS,832,20,24,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,11,1.65,,
NIR,Region VI,Kabankalan City,117859,Hilamonan Elementary School,Kabankalan I,6th District,HILAMONAN,Purely ES,532,17,17,Single Shift,TCT / OCT,GRID SUPPLY,Piped line from Local Service Provider,0,2,,
NIR,Region VI,Kabankalan City,117837,Casipsipan Elementary School,Kabankalan I,6th District,HILAMONAN,Purely ES,387,14,14,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Kabankalan City,117840,Esteban R. Abada Memorial School (West),Kabankalan II,6th District,BARANGAY 8 (POB.),Purely ES,1364,37,50,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,9,NA,,
NIR,Region VI,Kabankalan City,117858,Esteban R. Abada Memorial School-East,Kabankalan I,6th District,BARANGAY 4 (POB.),Purely ES,1330,31,42,Single Shift,For Verification,GRID SUPPLY,Natural Resources,13,NA,,
NIR,Region VI,Kabankalan City,302789,Kabankalan National High School,Kabankalan I,6th District,BARANGAY 8 (POB.),JHS with SHS,2622,36,71,Double Shift,For Verification,GRID SUPPLY,Natural Resources,44,NA,,
NIR,Region VI,Kabankalan City,117862,Linao Elementary School,Kabankalan III,6th District,LINAO,Purely ES,284,10,11,Single Shift,Usufruct Agreement,GRID SUPPLY,Natural Resources,2,2.075,,
NIR,Region VI,Kabankalan City,117857,Camugao Elementary School,Kabankalan II,6th District,CAMUGAO,Purely ES,100,5,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,2,NA,,
NIR,Region VI,Kabankalan City,117843,Lorenzo Zayco Elementary School,Kabankalan I,6th District,HILAMONAN,Purely ES,241,9,9,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.55,,
NIR,Region VI,Kabankalan City,306357,Andres Trio Monteclaro National High School,Kabankalan I,6th District,TAN-AWAN,Purely JHS,130,#N/A,#N/A,For Verification,For Verification,For Verification,For Verification,#N/A,NA,,
NIR,Region VI,Kabankalan City,117839,D.C.Gurrucharri Memorial School,Kabankalan I,6th District,HILAMONAN,Purely ES,507,16,18,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,2,NA,,
NIR,Region VI,Kabankalan City,312101,Tan-awan National High School,Kabankalan I,6th District,TAN-AWAN,JHS with SHS,665,24,24,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,1,NA,,
